plural,male,female,title,male_eng,female_eng,male_cnt,female_cnt
Зубковы,Зубков,Зубкова,3,zubkov,zubkova,25258,23924
Зубовы,Зубов,Зубова,5,zubov,zubova,19399,18995
Зуевы,Зуев,Зуева,2,zuev,zueva,36369,43403
Зыбелины,Зыбелин,Зыбелина,3,zybelin,zybelina,-,-
Зыбины,Зыбин,Зыбина,6,zybin,zybina,2437,3233
Зыковы,Зыков,Зыкова,2,zykov,zykova,19531,23953
Зыревы,Зырев,Зырева,3,zyrev,zyreva,27,17
Иваненко,Иваненко,Иваненко,3,ivanenko,ivanenko,19606,19606
Ивановы,Иванов,Иванова,1,ivanov,ivanova,881461,927695
Иванов-Луцевин,Иванов-Луцевин,Иванова-Луцевина,6,ivanov-lutsevin,ivanova-lutsevina,-,-
Ивановские,Ивановский,Ивановская,1,ivanovsky,ivanovskaya,4167,4030
Иванские,Иванский,Иванская,3,ivansky,ivanskaya,179,411
Ивантеевы,Ивантеев,Ивантеева,2,ivanteev,ivanteeva,188,169
Иванчин-Писаревы,Иванчин-Писарев,Иванчина-Писарева,4,ivanchin-pisarev,ivanchina-pisareva,1,-
Ивашев,Ивашев,Ивашева,2,ivashev,ivasheva,324,360
Ивашкины,Ивашкин,Ивашкина,3,ivashkin,ivashkina,4447,4120
Ивашковские,Ивашковский,Ивашковская,3,ivashkovsky,ivashkovskaya,91,82
Ивинские,Ивинский,Ивинская,3,ivinsky,ivinskaya,86,130
Ивков,Ивков,Ивкова,1,ivkov,ivkova,1134,1530
Ивлев,Ивлев,Ивлева,3,ivlev,ivleva,12369,14733
Игнатовичи,Игнатович,Игнатович,3,ignatovich,ignatovich,2821,2821
Игнатьевы,Игнатьев,Игнатьева,2,ignatev,ignateva,28346,28705
Иевлевы,Иевлев,Иевлева,2,ievlev,ievleva,2235,2908
Йевлевы,Йевлев,Йевлева,2,jevlev,jevleva,-,-
Иеропольские,Иеропольский,Иеропольская,3,ieropolsky,ieropolskaya,-,1
Йеропольские,Йеропольский,Йеропольская,3,jeropolsky,jeropolskaya,-,-
Иерапольские,Иерапольский,Иерапольская,3,ierapolsky,ierapolskaya,-,2
Ижорины,Ижорин,Ижорина,3,izhorin,izhorina,8,12
Извековы,Извеков,Извекова,3,izvekov,izvekova,2673,2959
Извольский,Извольский,Извольская,6,izvolsky,izvolskaya,309,277
Изензе,Изензе,Изензе,3,izenze,izenze,0,0
Измаильские,Измаильский,Измаильская,2,izmailsky,izmailskaya,7,7
Измайловы,Измайлов,Измайлова,3,izmaylov,izmaylova,14033,20337
Измаиловы,Измаилов,Измаилова,3,izmailov,izmailova,1616,1345
Измайловские,Измайловский,Измайловская,2,izmaylovsky,izmaylovskaya,159,92
Измаиловские,Измаиловский,Измаиловская,2,izmailovsky,izmailovskaya,5,4
Иконниковы,Иконников,Иконникова,2,ikonnikov,ikonnikova,6233,5444
Иларионовы,Иларионов,Иларионова,2,ilarionov,ilarionova,249,281
Илларионовы,Илларионов,Илларионова,2,illarionov,illarionova,8767,12234
Иловайские,Иловайский,Иловайская,3,ilovaysky,ilovayskaya,116,87
Ильины,Ильин,Ильина,2,ilin,ilina,61818,105425
Ильинские,Ильинский,Ильинская,1,ilinsky,ilinskaya,2671,3705
Ильяшевичи,Ильяшевич,Ильяшевич,2,ilyashevich,ilyashevich,325,325
Имеснецкий,Имеснецкий,Имеснецкая,2,imesnetsky,imesnetskaya,-,-
Имсен,Имсен,Имсен,2,imsen,imsen,0,0
Имшенецкие,Имшенецкий,Имшенецкая,2,imshenetsky,imshenetskaya,15,62
Иниховы,Инихов,Инихова,3,inikhov,inikhova,37,44
Иноевс,Иноевс,Иноевс,3,inoevs,inoevs,-,-
Иноземцевы,Иноземцев,Иноземцева,3,inozemtsev,inozemtseva,5678,6538
Ипатьевы,Ипатьев,Ипатьева,2,ipatev,ipateva,483,349
Ираклионовы,Ираклионов,Ираклионова,3,iraklionov,iraklionova,10,2
Исаенковы,Исаенков,Исаенкова,3,isaenkov,isaenkova,780,603
Исаковы,Исаков,Исакова,3,isakov,isakova,30112,31574
Исленьевы,Исленьев,Исленьева,4,islenev,isleneva,-,-
Исполатовы,Исполатов,Исполатова,1,ispolatov,ispolatova,95,78
Истомины,Истомин,Истомина,2,istomin,istomina,18761,19688
Истрины,Истрин,Истрина,3,istrin,istrina,17,18
Италинский,Италинский,Италинская,3,italinsky,italinskaya,-,-
Йогансон,Йогансон,Йогансон,3,joganson,joganson,0,0
Иогансон,Иогансон,Иогансон,3,ioganson,ioganson,146,146
Йогель,Йогель,Йогель,2,jogel,jogel,0,0
Иогель,Иогель,Иогель,2,iogel,iogel,-,-
Йохемсины,Йохемсин,Йохемсина,1,jokhemsin,jokhemsina,-,-
Йохемзин,Йохемзин,Йохемзина,1,jokhemzin,jokhemzina,-,-
Йохемзен,Йохемзен,Йохемзен,1,jokhemzen,jokhemzen,-,-
Кабанов,Кабанов,Кабанова,3,kabanov,kabanova,22019,19848
Кавальчевский,Кавальчевский,Кавальчевская,3,kavalchevsky,kavalchevskaya,-,-
Каверзнев,Каверзнев,Каверзнева,3,kaverznev,kaverzneva,218,231
Кавецкий,Кавецкий,Кавецкая,3,kavetsky,kavetskaya,48,308
Каврайский,Каврайский,Каврайская,2,kavraysky,kavrayskaya,15,20
Кадников,Кадников,Кадникова,6,kadnikov,kadnikova,1660,1896
Кадышевы,Кадышев,Кадышева,2,kadyshev,kadysheva,1576,1449
Кадышовы,Кадышов,Кадышова,2,kadyshov,kadyshova,9,10
Казадаев,Казадаев,Казадаева,2,kazadaev,kazadaeva,491,525
Казаковы,Казаков,Казакова,2,kazakov,kazakova,74681,97013
Козаковы,Козаков,Козакова,2,kozakov,kozakova,838,931
Казановы,Казанов,Казанова,3,kazanov,kazanova,2628,5344
Казанские,Казанский,Казанская,3,kazansky,kazanskaya,1699,2519
Казанцов,Казанцов,Казанцова,6,kazantsov,kazantsova,14,26
Казанцев,Казанцев,Казанцева,6,kazantsev,kazantseva,40422,57169
Казариновы,Казаринов,Казаринова,1,kazarinov,kazarinova,2031,2254
Казачинский,Казачинский,Казачинская,3,kazachinsky,kazachinskaya,132,204
Кайзер,Кайзер,Кайзер,3,kayzer,kayzer,14,14
Кайзертрей,Кайзертрей,Кайзертрей,2,kayzertrej,kayzertrej,-,-
Кейзертрей,Кейзертрей,Кейзертрей,2,keyzertrej,keyzertrej,-,-
Кайсаровы,Кайсаров,Кайсарова,2,kaysarov,kaysarova,592,407
Каковские,Каковский,Каковская,2,kakovsky,kakovskaya,13,11
Коковские,Коковский,Коковская,2,kokovsky,kokovskaya,24,19
Какошкины,Какошкин,Какошкина,2,kakoshkin,kakoshkina,84,52
Кокошины,Кокошин,Кокошина,2,kokoshin,kokoshina,69,127
Калайдовичи,Калайдович,Калайдович,2,kalaydovich,kalaydovich,-,-
Калайодович,Калайодович,Калайодович,3,kalayodovich,kalayodovich,-,-
Калантаров,Калантаров,Калантарова,4,kalantarov,kalantarova,305,142
Калашниковы,Калашников,Калашникова,2,kalashnikov,kalashnikova,55871,48366
Каликовы,Каликов,Каликова,3,kalikov,kalikova,183,229
Калинины,Калинин,Калинина,1,kalinin,kalinina,78321,94253
Калисицкий,Калисицкий,Калисицкая,2,kalisitsky,kalisitskaya,-,-
Каличицкой,Каличицкой,Каличицкая,2,kalichitskoy,kalichitskaya,-,-
Калкатин,Калкатин,Калкатина,3,kalkatin,kalkatina,56,11
Каллер,Каллер,Каллер,3,kaller,kaller,33,33
Калотдович,Калотдович,Калотдович,3,kalotdovich,kalotdovich,-,-
Калустов,Калустов,Калустова,4,kalustov,kalustova,117,127
Калюжные,Калюжный,Калюжная,2,kaljuzhnyy,kaljuzhnaya,-,-
Колюжный,Колюжный,Колюжная,2,koljuzhnyy,koljuzhnaya,-,-
Каменецкий,Каменецкий,Каменецкая,3,kamenetsky,kamenetskaya,96,924
Каменский,Каменский,Каменская,5,kamensky,kamenskaya,5281,7190
Каминские,Каминский,Каминская,3,kaminsky,kaminskaya,4112,5988
Камынины,Камынин,Камынина,4,kamynin,kamynina,3310,3031
Комынины,Комынин,Комынина,4,komynin,komynina,4,10
Канарский,Канарский,Канарская,3,kanarsky,kanarskaya,287,343
Кандидов,Кандидов,Кандидова,3,kandidov,kandidova,21,19
Кандорский,Кандорский,Кандорская,3,kandorsky,kandorskaya,-,4
Каневец,Каневец,Каневец,3,kanevets,kanevets,74,74
Каневский,Каневский,Каневская,3,kanevsky,kanevskaya,550,815
Канищевы,Канищев,Канищева,6,kanischev,kanischeva,775,472
Кантемировы,Кантемиров,Кантемирова,1,kantemirov,kantemirova,1223,1108
Контемировы,Контемиров,Контемирова,1,kontemirov,kontemirova,79,88
Канчеев,Канчеев,Канчеева,2,kancheev,kancheeva,-,2
Каньшин,Каньшин,Каньшина,3,kanshin,kanshina,938,861
Капанадзев,Капанадзев,Капанадзева,4,kapanadzev,kapanadzeva,-,-
Капгер,Капгер,Капгер,3,kapger,kapger,30,30
Капелькины,Капелькин,Капелькина,2,kapelkin,kapelkina,304,161
Капковы,Капков,Капкова,1,kapkov,kapkova,480,610
Капнист,Капнист,Капнист,5,kapnist,kapnist,17,17
Каппель,Каппель,Каппель,1,kappel,kappel,68,68
Каптелов,Каптелов,Каптелова,3,kaptelov,kaptelova,100,116
Капустин,Капустин,Капустина,3,kapustin,kapustina,22126,21050
Кары,Кар,Кар,4,kar,kar,3,3
Карагодины,Карагодин,Карагодина,3,karagodin,karagodina,1359,1847
Каразины,Каразин,Каразина,2,karazin,karazina,22,18
Караколпаковы,Караколпаков,Караколпакова,2,karakolpakov,karakolpakova,-,-
Карамышевы,Карамышев,Карамышева,3,karamyshev,karamysheva,4490,4293
Каран,Каран,Каран,3,karan,karan,236,236
Карандеев,Карандеев,Карандеева,2,karandeev,karandeeva,404,453
Караника,Караника,Караника,2,karanika,karanika,0,0
Карасевы,Карасев,Карасева,2,karasev,karaseva,9809,14259
Карассы,Карасс,Карасс,2,karass,karass,28,28
Карачаровы,Карачаров,Карачарова,6,karacharov,karacharova,612,408
Карачинские,Карачинский,Карачинская,2,karachinsky,karachinskaya,86,76
Карвовский,Карвовский,Карвовская,1,karvovsky,karvovskaya,8,17
Каргер,Каргер,Каргер,3,karger,karger,42,42
Кардовские,Кардовский,Кардовская,1,kardovsky,kardovskaya,70,82
Кареев,Кареев,Кареева,6,kareev,kareeva,612,726
Карьев,Карьев,Карьева,6,karev,kareva,6776,7931
Карелины,Карелин,Карелина,3,karelin,karelina,8739,10983
Карепины,Карепин,Карепина,3,karepin,karepina,354,480
Каретин,Каретин,Каретина,3,karetin,karetina,767,726
Каризна,Каризна,Каризна,3,karizna,karizna,0,0
Каризни,Каризни,Каризни,3,karizni,karizni,-,-
Карины,Карин,Карина,6,karin,karina,1011,17
Каринские,Каринский,Каринская,1,karinsky,karinskaya,75,71
Карлезеевы,Карлезеев,Карлезеева,3,karlezeev,karlezeeva,-,-
Карлызеевы,Карлызеев,Карлызеева,3,karlyzeev,karlyzeeva,-,-
Карлины,Карлин,Карлина,3,karlin,karlina,1937,1782
Кармалин,Кармалин,Кармалина,3,karmalin,karmalina,42,70
Карманов,Карманов,Карманова,2,karmanov,karmanova,8476,8850
Карнаухов,Карнаухов,Карнаухова,3,karnaukhov,karnaukhova,10540,6267
Карнович,Карнович,Карнович,6,karnovich,karnovich,444,444
Каро,Каро,Каро,3,karo,karo,289,289
Карпенкины,Карпенкин,Карпенкина,1,karpenkin,karpenkina,8,1
Карпенко,Карпенко,Карпенко,3,karpenko,karpenko,50557,50557
Карпинские,Карпинский,Карпинская,2,karpinsky,karpinskaya,1054,1341
Карпитские,Карпитский,Карпитская,3,karpitsky,karpitskaya,73,252
Карповы,Карпов,Карпова,2,karpov,karpova,92095,92925
Карповичи,Карпович,Карпович,1,karpovich,karpovich,8012,8012
