,plural,male,female,title,male_eng,female_eng
2544,Жуковы,Жуков,Жукова,3,zhukov,zhukova
2545,Жуковы,Жуков,Жукова,3,zhukov,zhukova
2546,Жуковы,Жуков,Жукова,3,zhukov,zhukova
2547,Жуковы,Жуков,Жукова,3,zhukov,zhukova
2548,Жуковы,Жуков,Жукова,3,zhukov,zhukova
2549,Жуковы,Жуков,Жукова,3,zhukov,zhukova
2550,Жуковы,Жуков,Жукова,6,zhukov,zhukova
2551,Жуковы,Жуков,Жукова,6,zhukov,zhukova
2552,Жуковские,Жуковский,Жуковская,2,zhukovsky,zhukovskaya
2553,Жуковские,Жуковский,Жуковская,3,zhukovsky,zhukovskaya
2554,Жульен,Жульен,Жульен,2,zhulen,zhulen
2555,Журавлевы,Журавлев,Журавлева,1,zhuravlev,zhuravleva
2556,Журавлевы,Журавлев,Журавлева,2,zhuravlev,zhuravleva
2557,Журавлевы,Журавлев,Журавлева,2,zhuravlev,zhuravleva
2558,Журавлевы,Журавлев,Журавлева,3,zhuravlev,zhuravleva
2559,Журин,Журин,Журина,3,zhurin,zhurina
2560,Забелины,Забелин,Забелина,2,zabelin,zabelina
2561,Забелины,Забелин,Забелина,3,zabelin,zabelina
2562,Забелины,Забелин,Забелина,3,zabelin,zabelina
2563,Забелины,Забелин,Забелина,3,zabelin,zabelina
2564,Забельский,Забельский,Забельская,2,zabelsky,zabelskaya
2565,Забиякины,Забиякин,Забиякина,3,zabiyakin,zabiyakina
2566,Заблоцкие,Заблоцкий,Заблоцкая,6,zablotsky,zablotskaya
2567,Заболотские-Платоновы,Заболотский-Платонов,Заболотская-Платонова,3,zabolotskiy-platonov,zabolotskaya-platonova
2568,Заболотские,Заболотский,Заболотская,3,zabolotsky,zabolotskaya
2569,Заболоцкие,Заболоцкий,Заболоцкая,3,zabolotsky,zabolotskaya
2570,Заболоцкие,Заболоцкий,Заболоцкая,3,zabolotsky,zabolotskaya
2571,Заболоцкие,Заболоцкий,Заболоцкая,6,zabolotsky,zabolotskaya
2572,Заборовские,Заборовский,Заборовская,3,zaborovsky,zaborovskaya
2573,Заборовские,Заборовский,Заборовская,6,zaborovsky,zaborovskaya
2574,Забусовы,Забусов,Забусова,6,zabusov,zabusova
2575,Завадовские,Завадовский,Завадовская,1,zavadovsky,zavadovskaya
2576,Завадские,Завадский,Завадская,1,zavadsky,zavadskaya
2577,Завалевский,Завалевский,Завалевская,3,zavalevsky,zavalevskaya
2578,Завалишины,Завалишин,Завалишина,2,zavalishin,zavalishina
2579,Завалишины,Завалишин,Завалишина,2,zavalishin,zavalishina
2580,Завальевский,Завальевский,Завальевская,2,zavalevsky,zavalevskaya
2581,Завальский,Завальский,Завальская,2,zavalsky,zavalskaya
2582,Заверняевы,Заверняев,Заверняева,2,zavernyaev,zavernyaeva
2583,Завьяловы,Завьялов,Завьялова,2,zavyalov,zavyalova
2584,Загарины,Загарин,Загарина,2,zagarin,zagarina
2585,Загарины,Загарин,Загарина,6,zagarin,zagarina
2586,Загорянский,Загорянский,Загорянская,2,zagoryansky,zagoryanskaya
2587,Загоскины,Загоскин,Загоскина,6,zagoskin,zagoskina
2588,Загребельские,Загребельский,Загребельская,2,zagrebelsky,zagrebelskaya
2589,Загряжские,Загряжский,Загряжская,4,zagryazhsky,zagryazhskaya
2590,Загряской,Загряской,Загряская,4,zagryaskoy,zagryaskaya
2591,Зайковские,Зайковский,Зайковская,3,zaykovsky,zaykovskaya
2592,Зайончковские,Зайончковский,Зайончковская,2,zayonchkovsky,zayonchkovskaya
2593,Заиончковские,Заиончковский,Заиончковская,2,zaionchkovsky,zaionchkovskaya
2594,Зайцевы,Зайцев,Зайцева,2,zaytsev,zaytseva
2595,Зайцевы,Зайцев,Зайцева,2,zaytsev,zaytseva
2596,Зайцевы,Зайцев,Зайцева,3,zaytsev,zaytseva
2597,Зайцевы,Зайцев,Зайцева,3,zaytsev,zaytseva
2598,Зайцевы,Зайцев,Зайцева,6,zaytsev,zaytseva
2599,Зайцовы,Зайцов,Зайцова,2,zaytsov,zaytsova
2600,Зайцовы,Зайцов,Зайцова,3,zaytsov,zaytsova
2601,Зайцовы,Зайцов,Зайцова,6,zaytsov,zaytsova
2602,Заицовы,Заицов,Заицова,2,zaitsov,zaitsova
2603,Заицовы,Заицов,Заицова,3,zaitsov,zaitsova
2604,Заицовы,Заицов,Заицова,6,zaitsov,zaitsova
2605,Зайченко,Зайченко,Зайченко,3,zaychenko,zaychenko
2606,Заки,Заки,Заки,2,zaki,zaki
2607,Зак,Зак,Зак,2,zak,zak
2608,Закалинские,Закалинский,Закалинская,1,zakalinsky,zakalinskaya
2609,Закревский,Закревский,Закревская,5,zakrevsky,zakrevskaya
2610,Закройщиков,Закройщиков,Закройщикова,1,zakroyschikov,zakroyschikova
2611,Закс,Закс,Закс,3,zaks,zaks
2612,Залесские,Залесский,Залесская,3,zalessky,zalesskaya
2613,Залеские,Залеский,Залеская,3,zalesky,zaleskaya
2614,Залетов,Залетов,Залетова,3,zaletov,zaletova
2615,Заливские,Заливский,Заливская,2,zalivsky,zalivskaya
2616,Залуговские,Залуговский,Залуговская,3,zalugovsky,zalugovskaya
2617,Залуговские,Залуговский,Залуговская,3,zalugovsky,zalugovskaya
2618,Залуский,Залуский,Залуская,2,zalusky,zaluskaya
2619,Залуский,Залуский,Залуская,3,zalusky,zaluskaya
2620,Залусский,Залусский,Залусская,2,zalussky,zalusskaya
2621,Залусский,Залусский,Залусская,3,zalussky,zalusskaya
2622,Зальцман,Зальцман,Зальцман,3,zaltsman,zaltsman
2623,Залюбовские,Залюбовский,Залюбовская,1,zaljubovsky,zaljubovskaya
2624,Залюбовские,Залюбовский,Залюбовская,3,zaljubovsky,zaljubovskaya
2625,Замыцкий,Замыцкий,Замыцкая,2,zamytsky,zamytskaya
2626,Замоцкий,Замоцкий,Замоцкая,2,zamotsky,zamotskaya
2627,Замятнины,Замятнин,Замятнина,1,zamyatnin,zamyatnina
2628,Замятнины,Замятнин,Замятнина,2,zamyatnin,zamyatnina
2629,Замятнины,Замятнин,Замятнина,2,zamyatnin,zamyatnina
2630,Замятнины,Замятнин,Замятнина,2,zamyatnin,zamyatnina
2631,Замятнины,Замятнин,Замятнина,6,zamyatnin,zamyatnina
2632,Замятнины,Замятнин,Замятнина,6,zamyatnin,zamyatnina
2633,Замятнины,Замятнин,Замятнина,6,zamyatnin,zamyatnina
2634,Замятнины,Замятнин,Замятнина,6,zamyatnin,zamyatnina
2635,Зандгаген,Зандгаген,Зандгаген,3,zandgagen,zandgagen
2636,Зангаген,Зангаген,Зангаген,3,zangagen,zangagen
2637,Зандраген,Зандраген,Зандраген,3,zandragen,zandragen
2638,Зандуашевы,Зандуашев,Зандуашева,2,zanduashev,zanduasheva
2639,Зандуашевы,Зандуашев,Зандуашева,3,zanduashev,zanduasheva
2640,Запольский,Запольский,Запольская,3,zapolsky,zapolskaya
2641,Зарецкие,Зарецкий,Зарецкая,3,zaretsky,zaretskaya
2642,Заридзевы,Заридзев,Заридзева,4,zaridzev,zaridzeva
2643,Зарины,Зарин,Зарина,1,zarin,zarina
2644,Зарины,Зарин,Зарина,6,zarin,zarina
2645,Зарины,Зарин,Зарина,6,zarin,zarina
2646,Заркевичи,Заркевич,Заркевич,3,zarkevich,zarkevich
2647,Зарубины,Зарубин,Зарубина,2,zarubin,zarubina
2648,Зарубины,Зарубин,Зарубина,2,zarubin,zarubina
2649,Засекин,Засекин,Засекина,5,zasekin,zasekina
2650,Засецкие,Засецкий,Засецкая,2,zasetsky,zasetskaya
2651,Засецкие,Засецкий,Засецкая,4,zasetsky,zasetskaya
2652,Засецкие,Засецкий,Засецкая,6,zasetsky,zasetskaya
2653,Засецкие,Засецкий,Засецкая,6,zasetsky,zasetskaya
2654,Засецкие,Засецкий,Засецкая,6,zasetsky,zasetskaya
2655,Затопляевы,Затопляев,Затопляева,3,zatoplyaev,zatoplyaeva
2656,Затопляевы,Затопляев,Затопляева,3,zatoplyaev,zatoplyaeva
2657,Затрапезновы,Затрапезнов,Затрапезнова,2,zatrapeznov,zatrapeznova
2658,Заумистовы,Заумистов,Заумистова,2,zaumistov,zaumistova
2659,Заумистровы,Заумистров,Заумистрова,2,zaumistrov,zaumistrova
2660,Заусцинские,Заусцинский,Заусцинская,3,zaustsinsky,zaustsinskaya
2661,Захаревичи,Захаревич,Захаревич,2,zakharevich,zakharevich
2662,Захаровы,Захаров,Захарова,1,zakharov,zakharova
2663,Захаровы,Захаров,Захарова,2,zakharov,zakharova
2664,Захаровы,Захаров,Захарова,3,zakharov,zakharova
2665,Захаровы,Захаров,Захарова,3,zakharov,zakharova
2666,Захаровы,Захаров,Захарова,3,zakharov,zakharova
2667,Захаровы,Захаров,Захарова,3,zakharov,zakharova
2668,Захаровы,Захаров,Захарова,6,zakharov,zakharova
2669,Захарьины,Захарьин,Захарьина,2,zakharin,zakharina
2670,Захарьины,Захарьин,Захарьина,6,zakharin,zakharina
2671,Заяицкий,Заяицкий,Заяицкая,3,zayaitsky,zayaitskaya
2672,Заянцкий,Заянцкий,Заянцкая,3,zayantsky,zayantskaya
2673,Зборамирские,Зборамирский,Зборамирская,2,zboramirsky,zboramirskaya
2674,Зборомирские,Зборомирский,Зборомирская,2,zboromirsky,zboromirskaya
2675,Збруев,Збруев,Збруева,6,zbruev,zbrueva
2676,Звалинские,Звалинский,Звалинская,2,zvalinsky,zvalinskaya
2677,Зварковский,Зварковский,Зварковская,3,zvarkovsky,zvarkovskaya
2678,Звегинцев,Звегинцев,Звегинцева,2,zvegintsev,zvegintseva
2679,Звездеевы,Звездеев,Звездеева,1,zvezdeev,zvezdeeva
2680,Звездеевы,Звездеев,Звездеева,1,zvezdeev,zvezdeeva
2681,Звездеевы,Звездеев,Звездеева,2,zvezdeev,zvezdeeva
2682,Звездеевы,Звездеев,Звездеева,2,zvezdeev,zvezdeeva
2683,Звездеевы,Звездеев,Звездеева,3,zvezdeev,zvezdeeva
2684,Зверевы,Зверев,Зверева,1,zverev,zvereva
2685,Зверевы,Зверев,Зверева,2,zverev,zvereva
2686,Зверевы,Зверев,Зверева,2,zverev,zvereva
2687,Зверевы,Зверев,Зверева,2,zverev,zvereva
2688,Зверевы,Зверев,Зверева,2,zverev,zvereva
2689,Зверевы,Зверев,Зверева,2,zverev,zvereva
2690,Зверевы,Зверев,Зверева,2,zverev,zvereva
2691,Зверевы,Зверев,Зверева,3,zverev,zvereva
2692,Зверевы,Зверев,Зверева,3,zverev,zvereva
2693,Зверевы,Зверев,Зверева,3,zverev,zvereva
2694,Зверевы,Зверев,Зверева,3,zverev,zvereva
2695,Зверевы,Зверев,Зверева,3,zverev,zvereva
2696,Зверевы,Зверев,Зверева,3,zverev,zvereva
2697,Зверевы,Зверев,Зверева,3,zverev,zvereva
2698,Зверевы,Зверев,Зверева,3,zverev,zvereva
2699,Зверевы,Зверев,Зверева,3,zverev,zvereva
2700,Зверевы,Зверев,Зверева,3,zverev,zvereva
2701,Зверевы,Зверев,Зверева,3,zverev,zvereva
2702,Зволинские,Зволинский,Зволинская,3,zvolinsky,zvolinskaya
2703,Звягины,Звягин,Звягина,6,zvyagin,zvyagina
2704,Звягинцев,Звягинцев,Звягинцева,6,zvyagintsev,zvyagintseva
2705,Звягинцов,Звягинцов,Звягинцова,6,zvyagintsov,zvyagintsova
2706,Зейферт,Зейферт,Зейферт,3,zeyfert,zeyfert
2707,Зеленин,Зеленин,Зеленина,3,zelenin,zelenina
2708,Зельверовичи,Зельверович,Зельверович,1,zelverovich,zelverovich
2709,Зельтман,Зельтман,Зельтман,3,zeltman,zeltman
2710,Зембулатов,Зембулатов,Зембулатова,6,zembulatov,zembulatova
2711,Зенбулатов,Зенбулатов,Зенбулатова,6,zenbulatov,zenbulatova
2712,Зимбулатов,Зимбулатов,Зимбулатова,6,zimbulatov,zimbulatova
